NT5NA30 ; 78.053955078125000000, 76.195129394531250000, 0.000000000000000000, 0.000000000000000000,  3260.71 
NT5NA30 ; 77.620910644531250000, 75.765380859375000000, 0.000000000000000000, 0.000000000000000000,  3214.53 
NT5NA30 ; 79.532165527343750000, 77.692687988281250000, 0.000000000000000000, 0.000000000000000000,  3214.19 
NT5NA30 ; 77.698852539062500000, 75.793151855468750000, 0.000000000000000000, 0.000000000000000000,  3317.78 
NT5NA30 ; 76.792175292968750000, 74.968261718750000000, 0.000000000000000000, 0.000000000000000000,  3223.71 
NT5NA30 ; 78.162658691406250000, 76.260925292968750000, 0.000000000000000000, 0.000000000000000000,  3354.83 
NT5NA30 ; 77.740966796875000000, 75.892211914062500000, 0.000000000000000000, 0.000000000000000000,  3219.95 
NT5NA30 ; 77.185119628906250000, 75.124816894531250000, 0.000000000000000000, 0.000000000000000000,  3613.93 
NT5NA30 ; 77.605163574218750000, 75.738952636718750000, 0.000000000000000000, 0.000000000000000000,  3256.03 
NT5NA30 ; 79.234863281250000000, 77.302062988281250000, 0.000000000000000000, 0.000000000000000000,  3373.98 
NT5NA30 ; 55.859619140625000000, 53.509887695312500000, 0.000000000000000000, 0.000000000000000000,  4157.44 
NT5NA30 ; 75.924438476562500000, 74.058349609375000000, 0.000000000000000000, 0.000000000000000000,  3236.61 
NT5NA30 ; 77.877563476562500000, 75.942443847656250000, 0.000000000000000000, 0.000000000000000000,  3355.55 
NT5NA30 ; 76.660827636718750000, 74.823974609375000000, 0.000000000000000000, 0.000000000000000000,  3219.3 
NT5NA30 ; 78.201171875000000000, 76.351318359375000000, 0.000000000000000000, 0.000000000000000000,  3243.29 
NT5NA30 ; 77.999389648437500000, 76.079772949218750000, 0.000000000000000000, 0.000000000000000000,  3302.11 
NT5NA30 ; 76.533081054687500000, 74.710266113281250000, 0.000000000000000000, 0.000000000000000000,  3224.8 
NT5NA30 ; 76.172546386718750000, 74.306335449218750000, 0.000000000000000000, 0.000000000000000000,  3255.95 
NT5NA30 ; 79.607727050781250000, 77.727661132812500000, 0.000000000000000000, 0.000000000000000000,  3274.93 
NT5NA30 ; 76.412353515625000000, 74.557739257812500000, 0.000000000000000000, 0.000000000000000000,  3230.74 
NT5NA30 ; 71.477478027343750000, 69.457763671875000000, 0.000000000000000000, 0.000000000000000000,  3540.16 
NT5NA30 ; 76.358581542968750000, 74.495544433593750000, 0.000000000000000000, 0.000000000000000000,  3274.62 
NT5NA30 ; 76.844970703125000000, 74.978698730468750000, 0.000000000000000000, 0.000000000000000000,  3257.91 
NT5NA30 ; 76.786315917968750000, 74.904602050781250000, 0.000000000000000000, 0.000000000000000000,  3254.54 
NT5NA30 ; 79.395080566406250000, 77.472900390625000000, 0.000000000000000000, 0.000000000000000000,  3383.44 
NT5NA30 ; 77.929992675781250000, 76.046386718750000000, 0.000000000000000000, 0.000000000000000000,  3250.31 
NT5NA30 ; 79.096435546875000000, 77.252197265625000000, 0.000000000000000000, 0.000000000000000000,  3247.52 
NT5NA30 ; 79.247680664062500000, 77.357666015625000000, 0.000000000000000000, 0.000000000000000000,  3275.65 
NT5NA30 ; 79.172180175781250000, 77.146362304687500000, 0.000000000000000000, 0.000000000000000000,  3545.97 
NT5NA30 ; 80.620056152343750000, 78.743347167968750000, 0.000000000000000000, 0.000000000000000000,  3268.92 
NT5NA30 ; 79.177124023437500000, 77.240844726562500000, 0.000000000000000000, 0.000000000000000000,  3383.51 
